id,name,height,weight,base_experience,types,abilities,moves
494,victini,4,40,300,"fire, psychic",victory-star,"baton-pass, blaze-kick, bounce, brick-break, charge-beam, confide, confusion, dazzling-gleam, double-edge, double-team, embargo, encore, endure, energy-ball, expanding-force, facade, final-gambit, fire-blast, fire-punch, fire-spin, flame-burst, flame-charge, flamethrower, flare-blitz, flash, fling, focus-blast, focus-energy, frustration, future-sight, giga-impact, grass-knot, guard-swap, headbutt, heat-wave, helping-hand, hidden-power, hyper-beam, incinerate, inferno, laser-focus, last-resort, light-screen, magic-coat, mega-kick, mega-punch, mystical-fire, overheat, power-swap, power-up-punch, protect, psych-up, psychic, psyshock, quick-attack, rest, return, reversal, rock-smash, role-play, round, safeguard, scorching-sands, searing-shot, secret-power, shadow-ball, shock-wave, signal-beam, skill-swap, sleep-talk, snore, solar-beam, speed-swap, stored-power, substitute, sunny-day, swagger, swift, taunt, telekinesis, thunder, thunder-punch, thunder-wave, thunderbolt, toxic, trick, trick-room, u-turn, uproar, v-create, wild-charge, will-o-wisp, work-up, zen-headbutt"
495,snivy,6,81,62,grass,"contrary, overgrow","aerial-ace, aqua-tail, attract, bind, bullet-seed, calm-mind, captivate, coil, confide, cut, defog, double-edge, double-team, endure, energy-ball, facade, flash, frustration, gastro-acid, giga-drain, glare, grass-knot, grass-pledge, grassy-glide, grassy-terrain, growth, helping-hand, hidden-power, iron-tail, knock-off, leaf-blade, leaf-storm, leaf-tornado, leech-seed, leer, light-screen, magical-leaf, mean-look, mega-drain, mirror-coat, natural-gift, nature-power, petal-blizzard, protect, pursuit, reflect, rest, return, round, safeguard, secret-power, seed-bomb, slam, sleep-talk, snatch, snore, solar-beam, substitute, sunny-day, swagger, sweet-scent, swift, swords-dance, synthesis, tackle, take-down, taunt, tera-blast, torment, toxic, trailblaze, twister, vine-whip, work-up, worry-seed, wrap, wring-out"
496,servine,8,160,145,grass,"contrary, overgrow","aerial-ace, aqua-tail, attract, bind, bullet-seed, calm-mind, coil, confide, cut, defog, double-edge, double-team, endure, energy-ball, facade, flash, frustration, gastro-acid, giga-drain, glare, grass-knot, grass-pledge, grassy-glide, grassy-terrain, growth, helping-hand, hidden-power, iron-tail, knock-off, leaf-blade, leaf-storm, leaf-tornado, leech-seed, leer, light-screen, magical-leaf, mean-look, mega-drain, mirror-coat, nature-power, petal-blizzard, protect, reflect, rest, return, round, safeguard, secret-power, seed-bomb, slam, sleep-talk, snatch, snore, solar-beam, substitute, sunny-day, swagger, sweet-scent, swift, swords-dance, synthesis, tackle, take-down, taunt, tera-blast, torment, toxic, trailblaze, twister, vine-whip, work-up, worry-seed, wrap, wring-out"
497,serperior,33,630,238,grass,"contrary, overgrow","aerial-ace, aqua-tail, attract, bind, body-slam, breaking-swipe, brutal-swing, bullet-seed, calm-mind, coil, confide, cut, defog, double-edge, double-team, dragon-pulse, dragon-tail, endure, energy-ball, facade, flash, frenzy-plant, frustration, gastro-acid, giga-drain, giga-impact, glare, grass-knot, grass-pledge, grassy-glide, grassy-terrain, growth, helping-hand, hidden-power, hyper-beam, iron-tail, knock-off, leaf-blade, leaf-storm, leaf-tornado, leech-seed, leer, light-screen, magical-leaf, mean-look, mega-drain, mirror-coat, nature-power, outrage, petal-blizzard, protect, reflect, rest, return, rock-smash, round, safeguard, scale-shot, scary-face, secret-power, seed-bomb, slam, sleep-talk, snatch, snore, solar-beam, strength, substitute, sunny-day, swagger, sweet-scent, swift, swords-dance, synthesis, tackle, take-down, taunt, tera-blast, torment, toxic, trailblaze, twister, vine-whip, work-up, worry-seed, wrap, wring-out"
498,tepig,5,99,62,fire,"blaze, thick-fat","assurance, attract, body-slam, burn-up, confide, covet, curse, defense-curl, dig, double-edge, double-team, echoed-voice, ember, endeavor, endure, facade, fire-blast, fire-pledge, fire-punch, fire-spin, flame-charge, flamethrower, flare-blitz, frustration, grass-knot, gyro-ball, head-smash, heat-crash, heat-wave, heavy-slam, helping-hand, hidden-power, incinerate, iron-tail, magnitude, mud-slap, odor-sleuth, overheat, protect, rest, return, roar, rock-smash, rock-tomb, rollout, round, secret-power, sleep-talk, smog, snore, solar-beam, stomping-tantrum, strength, substitute, sucker-punch, sunny-day, superpower, swagger, tackle, tail-whip, take-down, taunt, temper-flare, tera-blast, thrash, toxic, trailblaze, wild-charge, will-o-wisp, work-up, yawn, zen-headbutt"
499,pignite,10,555,146,"fighting, fire","blaze, thick-fat","arm-thrust, assurance, attract, body-slam, brick-break, bulk-up, bulldoze, close-combat, coaching, confide, covet, curse, defense-curl, dig, double-edge, double-team, drain-punch, echoed-voice, ember, endeavor, endure, facade, fire-blast, fire-pledge, fire-punch, fire-spin, flame-charge, flamethrower, flare-blitz, fling, focus-blast, focus-punch, frustration, grass-knot, gyro-ball, head-smash, heat-crash, heat-wave, heavy-slam, helping-hand, hidden-power, high-horsepower, incinerate, iron-tail, knock-off, low-kick, low-sweep, mud-slap, odor-sleuth, overheat, poison-jab, power-up-punch, protect, rest, return, reversal, roar, rock-slide, rock-smash, rock-tomb, rollout, round, scary-face, secret-power, sleep-talk, smog, snore, solar-beam, stomping-tantrum, stone-edge, strength, substitute, sucker-punch, sunny-day, superpower, swagger, tackle, tail-whip, take-down, taunt, temper-flare, tera-blast, thrash, thunder-punch, toxic, trailblaze, wild-charge, will-o-wisp, work-up, yawn, zen-headbutt"
500,emboar,16,1500,238,"fighting, fire","blaze, reckless","arm-thrust, assurance, attract, blast-burn, block, body-press, body-slam, brick-break, bulk-up, bulldoze, close-combat, coaching, confide, covet, curse, defense-curl, dig, double-edge, double-team, drain-punch, earthquake, echoed-voice, ember, endeavor, endure, facade, fire-blast, fire-pledge, fire-punch, fire-spin, flame-charge, flamethrower, flare-blitz, fling, focus-blast, focus-punch, frustration, giga-impact, grass-knot, gyro-ball, hammer-arm, hard-press, head-smash, heat-crash, heat-wave, heavy-slam, helping-hand, hidden-power, high-horsepower, hyper-beam, incinerate, iron-head, iron-tail, knock-off, low-kick, low-sweep, mud-slap, odor-sleuth, overheat, poison-jab, power-up-punch, protect, rest, return, reversal, roar, rock-slide, rock-smash, rock-tomb, rollout, round, scald, scary-face, secret-power, sleep-talk, smack-down, smog, snore, solar-beam, stomping-tantrum, stone-edge, strength, substitute, sucker-punch, sunny-day, superpower, swagger, tackle, tail-whip, take-down, taunt, temper-flare, tera-blast, thrash, thunder-punch, toxic, trailblaze, wild-charge, will-o-wisp, work-up, yawn, zen-headbutt"
501,oshawott,5,59,62,water,"shell-armor, torrent","aerial-ace, air-slash, aqua-cutter, aqua-jet, aqua-tail, assurance, attract, avalanche, blizzard, brine, chilling-water, confide, copycat, covet, cut, detect, dig, dive, double-team, encore, endure, facade, false-swipe, fling, flip-turn, focus-energy, frustration, fury-cutter, grass-knot, hail, helping-hand, hidden-power, hydro-pump, ice-beam, icy-wind, iron-tail, knock-off, liquidation, night-slash, protect, rain-dance, razor-shell, rest, retaliate, return, revenge, rock-smash, round, sacred-sword, scald, screech, secret-power, slash, sleep-talk, snore, snowscape, soak, substitute, surf, swagger, swift, swords-dance, tackle, tail-whip, take-down, taunt, tera-blast, thief, toxic, trump-card, water-gun, water-pledge, water-pulse, water-sport, waterfall, whirlpool, work-up, x-scissor"
502,dewott,8,245,145,water,"shell-armor, torrent","aerial-ace, air-slash, aqua-cutter, aqua-jet, aqua-tail, attract, avalanche, blizzard, brick-break, chilling-water, confide, copycat, covet, cut, detect, dig, dive, double-team, encore, endure, facade, false-swipe, fling, flip-turn, focus-energy, frustration, fury-cutter, grass-knot, hail, helping-hand, hidden-power, hydro-pump, ice-beam, icy-wind, iron-tail, knock-off, liquidation, night-slash, protect, rain-dance, razor-shell, rest, retaliate, return, revenge, rock-smash, round, sacred-sword, scald, screech, secret-power, slash, sleep-talk, snore, snowscape, soak, substitute, surf, swagger, swift, swords-dance, tackle, tail-whip, take-down, taunt, tera-blast, thief, toxic, vacuum-wave, water-gun, water-pledge, water-pulse, water-sport, waterfall, whirlpool, work-up, x-scissor"
503,samurott,15,946,238,water,"shell-armor, torrent","aerial-ace, air-slash, aqua-cutter, aqua-jet, aqua-tail, attract, avalanche, blizzard, block, body-slam, brick-break, bulldoze, chilling-water, confide, copycat, covet, cut, dark-pulse, detect, dig, dive, double-team, dragon-tail, drill-run, encore, endure, facade, false-swipe, fling, flip-turn, focus-energy, frustration, fury-cutter, giga-impact, grass-knot, hail, helping-hand, hidden-power, hydro-cannon, hydro-pump, hyper-beam, ice-beam, icy-wind, iron-tail, knock-off, lash-out, liquidation, megahorn, night-slash, protect, rain-dance, razor-shell, rest, retaliate, return, revenge, rock-smash, round, sacred-sword, scald, scary-face, screech, secret-power, slash, sleep-talk, smart-strike, snarl, snore, snowscape, soak, strength, substitute, superpower, surf, swagger, swift, swords-dance, tackle, tail-whip, take-down, taunt, tera-blast, thief, throat-chop, toxic, upper-hand, vacuum-wave, water-gun, water-pledge, water-pulse, water-sport, waterfall, whirlpool, work-up, x-scissor"
504,patrat,5,116,51,normal,"analytic, keen-eye, run-away","after-you, aqua-tail, assurance, attract, baton-pass, bide, bite, bullet-seed, confide, covet, crunch, cut, detect, dig, double-team, endeavor, facade, flail, fling, focus-energy, foresight, frustration, grass-knot, gunk-shot, helping-hand, hidden-power, hyper-fang, hypnosis, iron-tail, laser-focus, last-resort, leer, low-kick, mean-look, nasty-plot, protect, pursuit, rain-dance, rest, retaliate, return, revenge, round, sand-attack, screech, secret-power, seed-bomb, shadow-ball, shock-wave, slam, sleep-talk, snore, substitute, sunny-day, super-fang, swagger, swords-dance, tackle, tearful-look, thunderbolt, toxic, work-up, zen-headbutt"
505,watchog,11,270,147,normal,"analytic, illuminate, keen-eye","after-you, aqua-tail, attract, baton-pass, bide, bite, confide, confuse-ray, covet, crunch, cut, detect, dig, double-team, dream-eater, endeavor, facade, fire-punch, flamethrower, flash, fling, focus-blast, focus-energy, focus-punch, frustration, giga-impact, grass-knot, gunk-shot, helping-hand, hidden-power, hyper-beam, hyper-fang, hypnosis, ice-punch, iron-tail, knock-off, laser-focus, last-resort, leer, light-screen, low-kick, mean-look, nasty-plot, power-up-punch, protect, psych-up, rain-dance, rest, retaliate, return, rock-smash, rototiller, round, sand-attack, secret-power, seed-bomb, shadow-ball, shock-wave, signal-beam, slam, sleep-talk, snore, stomping-tantrum, strength, substitute, sunny-day, super-fang, swagger, swords-dance, tackle, thunder, thunder-punch, thunder-wave, thunderbolt, toxic, work-up, zen-headbutt"
506,lillipup,4,41,55,normal,"pickup, run-away, vital-spirit","aerial-ace, after-you, attract, baby-doll-eyes, bite, charm, confide, covet, crunch, dig, double-team, endure, facade, fire-fang, frustration, giga-impact, helping-hand, hidden-power, howl, hyper-voice, ice-fang, last-resort, leer, lick, mud-slap, odor-sleuth, payback, play-rough, protect, psychic-fangs, pursuit, rain-dance, rest, retaliate, return, reversal, roar, rock-smash, rock-tomb, round, sand-attack, secret-power, shadow-ball, shock-wave, sleep-talk, snarl, snore, substitute, sunny-day, swagger, tackle, take-down, thunder-fang, thunder-wave, thunderbolt, toxic, uproar, wild-charge, work-up, yawn"
507,herdier,9,147,130,normal,"intimidate, sand-rush, scrappy","aerial-ace, after-you, attract, baby-doll-eyes, bite, charm, confide, covet, crunch, dig, double-team, endure, facade, fire-fang, frustration, giga-impact, helping-hand, hidden-power, hyper-voice, ice-fang, last-resort, leer, odor-sleuth, payback, play-rough, protect, psychic-fangs, rain-dance, rest, retaliate, return, reversal, roar, rock-smash, rock-tomb, round, secret-power, shadow-ball, shock-wave, sleep-talk, snarl, snore, strength, substitute, sunny-day, surf, swagger, tackle, take-down, thunder-fang, thunder-wave, thunderbolt, toxic, uproar, wild-charge, work-up"
508,stoutland,12,610,250,normal,"intimidate, sand-rush, scrappy","aerial-ace, after-you, attract, baby-doll-eyes, bite, charm, confide, covet, crunch, dig, double-team, endure, facade, fire-fang, frustration, giga-impact, helping-hand, hidden-power, hyper-beam, hyper-voice, ice-fang, iron-head, last-resort, leer, odor-sleuth, payback, play-rough, protect, psychic-fangs, rain-dance, rest, retaliate, return, reversal, roar, rock-smash, rock-tomb, round, secret-power, shadow-ball, shock-wave, sleep-talk, snarl, snore, stomping-tantrum, strength, substitute, sunny-day, superpower, surf, swagger, tackle, take-down, thunder, thunder-fang, thunder-wave, thunderbolt, toxic, uproar, wild-charge, work-up"
509,purrloin,4,101,56,dark,"limber, prankster, unburden","aerial-ace, assist, assurance, attract, baton-pass, captivate, charm, confide, copycat, covet, cut, dark-pulse, double-team, dream-eater, echoed-voice, embargo, encore, endure, facade, fake-out, fake-tears, feint-attack, foul-play, frustration, fury-swipes, grass-knot, growl, gunk-shot, hidden-power, hone-claws, hyper-voice, iron-tail, knock-off, lash-out, nasty-plot, night-slash, pay-day, payback, play-rough, protect, psych-up, pursuit, quick-attack, rain-dance, rest, return, role-play, round, sand-attack, scratch, screech, secret-power, seed-bomb, shadow-ball, shadow-claw, slash, sleep-talk, snarl, snatch, snore, spite, substitute, sucker-punch, sunny-day, swagger, swift, taunt, thief, thunder-wave, torment, toxic, trick, u-turn, yawn"
510,liepard,11,375,156,dark,"limber, prankster, unburden","aerial-ace, assist, assurance, attract, baton-pass, burning-jealousy, charm, confide, covet, cut, dark-pulse, double-team, dream-eater, echoed-voice, embargo, encore, endure, facade, fake-out, fake-tears, foul-play, frustration, fury-swipes, giga-impact, grass-knot, growl, gunk-shot, hidden-power, hone-claws, hyper-beam, hyper-voice, iron-tail, knock-off, laser-focus, lash-out, nasty-plot, night-slash, pay-day, payback, play-rough, protect, psych-up, psycho-cut, pursuit, rain-dance, rest, return, rock-smash, role-play, round, sand-attack, scratch, screech, secret-power, seed-bomb, shadow-ball, shadow-claw, skitter-smack, slash, sleep-talk, snarl, snatch, snore, spite, substitute, sucker-punch, sunny-day, swagger, swift, taunt, thief, throat-chop, thunder-wave, torment, toxic, trick, u-turn"
511,pansage,6,105,63,grass,"gluttony, overgrow","acrobatics, astonish, attract, bite, bullet-seed, confide, covet, crunch, cut, dig, disarming-voice, double-team, endeavor, energy-ball, facade, flash, fling, focus-punch, frustration, fury-swipes, gastro-acid, giga-drain, grass-knot, grass-pledge, grass-whistle, gunk-shot, helping-hand, hidden-power, hone-claws, iron-tail, knock-off, leaf-storm, leech-seed, leer, lick, low-kick, low-sweep, magical-leaf, nasty-plot, natural-gift, nature-power, payback, play-nice, protect, recycle, rest, return, rock-smash, rock-tomb, role-play, round, scratch, secret-power, seed-bomb, shadow-claw, sleep-talk, snore, solar-beam, spiky-shield, substitute, sunny-day, swagger, synthesis, taunt, thief, tickle, torment, toxic, uproar, vine-whip, work-up, worry-seed"
512,simisage,11,305,174,grass,"gluttony, overgrow","acrobatics, attract, brick-break, confide, covet, cut, dig, double-team, endeavor, energy-ball, facade, flash, fling, focus-blast, focus-punch, frustration, fury-swipes, gastro-acid, giga-drain, giga-impact, grass-knot, grass-pledge, gunk-shot, helping-hand, hidden-power, hone-claws, hyper-beam, iron-tail, knock-off, leer, lick, low-kick, low-sweep, nature-power, payback, power-up-punch, protect, recycle, rest, return, rock-slide, rock-smash, rock-tomb, role-play, round, secret-power, seed-bomb, shadow-claw, sleep-talk, snore, solar-beam, substitute, sunny-day, superpower, swagger, synthesis, taunt, thief, throat-chop, torment, toxic, uproar, work-up, worry-seed"
